"","x","y","celltypes"
"cell732...8732",3096.34082857519,1904.18018400669,"E"
"cell733...8733",3502.44397111237,1030.1622110419,"E"
"cell734...8734",2101.54232941568,1803.8130342029,"E"
"cell735...8735",3429.93242479861,1439.63869009167,"E"
"cell736...8736",2595.38891352713,686.03583984077,"E"
"cell737...8737",2566.9544194825,1448.69698071852,"E"
"cell738...8738",3659.75425485522,1722.95268485323,"E"
"cell739...8739",2172.79075039551,724.360071122646,"E"
"cell740...8740",2085.31423797831,602.518058847636,"E"
"cell741...8741",2697.48161779717,305.772378109396,"E"
"cell742...8742",3084.6720202826,505.743635352701,"E"
"cell743...8743",3218.92172703519,1461.15100290626,"E"
"cell744...8744",2542.74419695139,399.63247301057,"E"
"cell745...8745",2410.46186396852,353.261554148048,"E"
"cell746...8746",2763.26429657638,893.953168299049,"E"
"cell747...8747",2945.11623075232,994.802264031023,"E"
"cell748...8748",3671.03589978069,545.081115327775,"E"
"cell749...8749",2242.94299259782,1177.92799230665,"E"
"cell750...8750",3351.61624988541,1962.68885442987,"E"
"cell751...8751",2993.37043985724,1158.0934994854,"E"
"cell752...8752",3804.47549559176,36.3987227901816,"E"
"cell753...8753",3102.52793366089,1141.44025929272,"E"
"cell754...8754",2257.12935300544,620.54534163326,"E"
"cell755...8755",2884.01957135648,1224.46615202352,"E"
"cell756...8756",2384.59539273754,281.293924432248,"E"
"cell757...8757",2869.8012442328,1188.86846071109,"E"
"cell758...8758",2450.2668059431,1056.55615404248,"E"
"cell759...8759",3922.19256423414,1467.97826560214,"E"
"cell760...8760",2896.85493009165,240.196573548019,"E"
"cell761...8761",3554.28997054696,159.008882474154,"E"
"cell762...8762",2316.43954897299,540.223152842373,"E"
"cell763...8763",3733.61716512591,1434.00680320337,"E"
"cell764...8764",2412.29121154174,782.941745594144,"E"
"cell765...8765",2355.89936608449,1818.37742822245,"E"
"cell766...8766",2329.78229271248,818.724857643247,"E"
"cell767...8767",3130.53795462474,644.449875224382,"E"
"cell768...8768",3454.36204224825,1489.39334368333,"E"
"cell769...8769",3751.83797813952,847.457207273692,"E"
"cell770...8770",3416.8487675488,1485.22686678916,"E"
"cell771...8771",2954.92642186582,37.2453350573778,"E"
"cell772...8772",3640.55998716503,162.337019108236,"E"
"cell773...8773",2033.22442155331,56.2750361859798,"E"
"cell774...8774",3992.22220247611,1526.50666888803,"E"
"cell775...8775",3269.78967152536,1841.53646603227,"E"
"cell776...8776",2856.95076175034,837.333781179041,"E"
"cell777...8777",2056.78586568683,1402.17610541731,"E"
"cell778...8778",3506.66540116072,100.995352491736,"E"
"cell779...8779",2417.26795071736,1480.55919772014,"E"
"cell780...8780",3998.91081033275,1323.53891339153,"E"
"cell781...8781",3814.4983863458,1632.56286922842,"E"
"cell782...8782",3424.93006354198,313.433973118663,"E"
"cell783...8783",3461.86576783657,808.589011896402,"E"
"cell784...8784",2944.9758422561,322.356487624347,"E"
"cell785...8785",3725.02137394622,1839.28424818441,"E"
"cell786...8786",2330.83024481311,1613.46270609647,"E"
"cell787...8787",3240.85585121065,1726.89102869481,"E"
"cell788...8788",2584.66278994456,950.444111600518,"E"
"cell789...8789",2912.28346759453,571.939838584512,"E"
"cell790...8790",2091.27841796726,383.80871899426,"E"
"cell791...8791",2355.32350419089,1243.80027130246,"E"
"cell792...8792",2115.86413579062,54.8980277962983,"E"
"cell793...8793",3888.82046705112,1378.63582884893,"E"
"cell794...8794",2685.48694858328,969.120172318071,"E"
"cell795...8795",3035.90114135295,158.009620849043,"E"
"cell796...8796",3250.49067055807,543.151995167136,"E"
"cell797...8797",2474.52970733866,1086.58734057099,"E"
"cell798...8798",3032.24782878533,790.296406950802,"E"
"cell799...8799",3613.0836554803,1316.15933123976,"E"
"cell800...8800",2696.52946898714,1440.62915630639,"E"
"cell801...8801",3717.37490594387,401.085873600096,"E"
"cell802...8802",2068.87752236798,1283.79969485104,"E"
"cell803...8803",3941.99429173023,1344.49685132131,"E"
"cell804...8804",3490.22027244791,1599.80291966349,"E"
"cell805...8805",2546.51048360392,714.8003783077,"E"
"cell806...8806",3354.21220306307,488.60149551183,"E"
"cell807...8807",2695.89493609965,1410.23724479601,"E"
"cell808...8808",3894.04104324058,11.2847597338259,"E"
"cell809...8809",2677.24754987285,418.758585583419,"E"
"cell810...8810",2063.42640798539,307.734801899642,"E"
"cell811...8811",2707.17159518972,628.09399375692,"E"
"cell812...8812",2774.24717554823,104.046139866114,"E"
"cell813...8813",2713.89432018623,311.949190218002,"E"
"cell814...8814",3919.93721202016,1608.44896407798,"E"
"cell815...8815",2767.47640967369,1094.82302889228,"E"
"cell816...8816",3092.67524210736,1783.51295366883,"E"
"cell817...8817",3850.64695170149,90.0312010198832,"E"
"cell818...8818",3833.71905423701,1898.51730084047,"E"
"cell819...8819",2485.46598572284,1136.41176978126,"E"
"cell820...8820",3434.18167764321,498.71193850413,"E"
"cell821...8821",2697.89207167923,497.585859615356,"E"
"cell822...8822",3108.5667014122,905.040031764656,"E"
"cell823...8823",3485.9448261559,478.413891512901,"E"
"cell824...8824",3639.39663721249,1554.85239671543,"E"
"cell825...8825",3739.31453004479,309.226483106613,"E"
"cell826...8826",2071.73026865348,1620.55066227913,"E"
"cell827...8827",2440.04880683497,1259.60408756509,"E"
"cell828...8828",2733.946419321,1469.21856654808,"E"
"cell829...8829",2611.39288404956,1684.18751750141,"E"
"cell830...8830",3455.66091500223,1895.42064676061,"E"
"cell831...8831",3399.45753244683,759.548489935696,"E"
"cell832...8832",3820.12185361236,518.784105312079,"E"
"cell833...8833",3691.20521936566,316.655454225838,"E"
"cell834...8834",3557.0892803371,193.438379094005,"E"
"cell835...8835",2801.68685643002,1803.82857657969,"E"
"cell836...8836",3153.60931772739,1701.35199464858,"E"
"cell837...8837",2152.71889232099,180.052716750652,"E"
"cell838...8838",3745.94970140606,1159.2770894058,"E"
"cell839...8839",3912.57147118449,970.133228693157,"E"
"cell840...8840",3011.06215966865,984.64884981513,"E"
"cell841...8841",3848.73272757977,831.798336002976,"E"
"cell842...8842",2269.02706548572,658.939980901778,"E"
"cell843...8843",2477.47400635853,1512.57373625413,"E"
"cell844...8844",2979.92524411529,1164.06713146716,"E"
"cell845...8845",2948.12019355595,962.180231697857,"E"
"cell846...8846",2869.98831806704,666.118417866528,"E"
"cell847...8847",2078.49792018533,1634.98367415741,"E"
"cell848...8848",3288.66203036159,299.638126511127,"E"
"cell849...8849",3431.13440042362,1829.37605353072,"E"
"cell850...8850",2703.33344256505,927.863271906972,"E"
"cell851...8851",3893.11349764466,1457.16512436047,"E"
"cell852...8852",3486.2130144611,764.951304066926,"E"
"cell853...8853",2101.57184069976,435.917033348233,"E"
"cell854...8854",3960.72956174612,932.144145015627,"E"
"cell855...8855",2435.64490508288,1633.55665374547,"E"
"cell856...8856",2072.39200407639,731.246881652623,"E"
"cell857...8857",2521.4077308774,896.435261704028,"E"
"cell858...8858",3440.8315718174,493.437297642231,"E"
"cell859...8859",2495.78836234286,951.603909488767,"E"
"cell860...8860",2469.83158309013,903.330483008176,"E"
"cell861...8861",2042.0236857608,1027.32786117122,"E"
"cell862...8862",2529.24125548452,636.045925784856,"E"
"cell863...8863",3383.60323896632,1676.84925766662,"E"
"cell864...8864",2069.3387822248,839.701778255403,"E"
"cell865...8865",2125.57225907221,1972.18357212842,"E"
"cell866...8866",2795.41218373924,1274.33283580467,"E"
"cell867...8867",2980.05684977397,1444.91373933852,"E"
"cell868...8868",3262.09749514237,1221.77419951186,"E"
"cell869...8869",3446.80862454697,650.663738138974,"E"
"cell870...8870",2153.5315848887,1520.06812626496,"E"
"cell871...8871",2842.89216110483,1102.29219077155,"E"
"cell872...8872",3947.4533717148,698.180696927011,"E"
"cell873...8873",3627.61156680062,1216.066703666,"E"
"cell874...8874",2447.53544591367,1090.33190552145,"E"
"cell875...8875",2979.48461165652,1801.23538384214,"E"
"cell876...8876",2022.68038596958,430.166467558593,"E"
"cell877...8877",2517.20459386706,677.592646330595,"E"
"cell878...8878",2909.19754374772,885.580550413579,"E"
"cell879...8879",3481.95337643847,1294.22971978784,"E"
"cell880...8880",3981.32002353668,435.585610568523,"E"
"cell881...8881",2664.4098921679,578.997268341482,"E"
"cell882...8882",3889.58281092346,1400.47372598201,"E"
"cell883...8883",3923.70683979243,888.289816211909,"E"
"cell884...8884",3798.55499928817,535.567344166338,"E"
"cell885...8885",2985.43167021126,1375.33815577626,"E"
"cell886...8886",3569.87095577642,1925.94844987616,"E"
"cell887...8887",3606.23809415847,62.0127143338323,"E"
"cell888...8888",3355.53524736315,562.737920321524,"E"
"cell889...8889",3162.55515720695,1665.28849629685,"E"
"cell890...8890",2661.33617470041,1084.30094178766,"E"
"cell891...8891",2002.62931315228,830.018420703709,"E"
"cell892...8892",2131.60392828286,345.158842857927,"E"
"cell893...8893",2171.90383467823,708.703896962106,"E"
"cell894...8894",2026.2194336392,1513.74350162223,"E"
"cell895...8895",2671.49124853313,174.038116820157,"E"
"cell896...8896",2238.52863302454,1380.07720792666,"E"
"cell897...8897",3187.19089077786,1083.57800496742,"E"
"cell898...8898",2074.62535146624,1841.5253716521,"E"
"cell899...8899",2019.14358371869,1637.89306115359,"E"
"cell900...8900",2323.19225184619,388.029858935624,"E"
"cell901...8901",3663.79797644913,1768.99682031944,"E"
"cell902...8902",3533.6855086498,518.216315191239,"E"
"cell903...8903",2545.56063283235,90.5952164903283,"E"
"cell904...8904",2376.32659776136,1537.63722302392,"E"
"cell905...8905",2451.52366952971,814.43434394896,"E"
"cell906...8906",2123.94073512405,451.412911526859,"E"
"cell907...8907",2119.80048194528,754.295075312257,"E"
"cell908...8908",2296.31174076349,809.085812419653,"E"
"cell909...8909",2145.97577182576,1365.76893972233,"E"
"cell910...8910",2085.7717837207,283.058743458241,"E"
"cell911...8911",3044.92254462093,1790.82067403942,"E"
"cell912...8912",3578.46297882497,1133.33963509649,"E"
"cell913...8913",3389.50669625774,481.424686033279,"E"
"cell914...8914",2133.15209466964,542.675070464611,"E"
"cell915...8915",2035.91549303383,1459.00180283934,"E"
"cell916...8916",2884.31684672832,727.517645340413,"E"
"cell917...8917",2315.20416634157,274.526877794415,"E"
"cell918...8918",3437.72023171186,951.968641020358,"E"
"cell919...8919",3407.88366505876,419.661499094218,"E"
"cell920...8920",3770.45260975137,852.780355140567,"E"
"cell921...8921",2650.52203042433,1867.85266501829,"E"
"cell922...8922",3941.76313327625,674.105380661786,"E"
"cell923...8923",3969.64053250849,752.816736232489,"E"
"cell924...8924",2078.3694353886,1532.65668917447,"E"
"cell925...8925",3787.14257618412,56.9400768727064,"E"
"cell926...8926",3644.79830255732,1627.83274101093,"E"
"cell927...8927",3448.48938565701,939.78611426428,"E"
"cell928...8928",2577.84027559683,1317.55299773067,"E"
"cell929...8929",3003.89720918611,1202.03553466126,"E"
"cell930...8930",2856.69400263578,1622.80865758657,"E"
"cell931...8931",3220.03203211352,181.921579875052,"E"
"cell932...8932",3852.22634812817,1614.63868245482,"E"
"cell933...8933",2480.24651547894,1977.01859567314,"E"
"cell934...8934",2543.76366781071,58.5546134971082,"E"
"cell935...8935",3470.00729292631,1115.98104797304,"E"
"cell936...8936",3503.09174600989,1695.07042691112,"E"
"cell937...8937",3861.18384171277,664.448464289308,"E"
"cell938...8938",2925.46054953709,901.519561652094,"E"
"cell939...8939",3721.38235345483,275.832466781139,"E"
"cell940...8940",2624.07283904031,1387.22701137885,"E"
"cell941...8941",2416.07802687213,376.322586089373,"E"
"cell942...8942",3841.65493445471,509.110149461776,"E"
"cell943...8943",2105.47376843169,1610.12286320329,"E"
"cell944...8944",2822.31086213142,1677.56779352203,"E"
"cell945...8945",2912.68243035302,698.447748087347,"E"
"cell946...8946",2831.72049513087,1007.46537465602,"E"
"cell947...8947",3340.70690348744,1909.00412155315,"E"
"cell948...8948",3513.80816008896,818.250017706305,"E"
"cell949...8949",3823.30262893811,205.65855782479,"E"
"cell950...8950",3639.90417169407,69.6990978904068,"E"
"cell951...8951",2187.29970511049,882.718409411609,"E"
"cell952...8952",2355.81216262653,1030.82023886964,"E"
"cell953...8953",3284.4291604124,97.203987184912,"E"
"cell954...8954",3748.56598768383,1564.0876730904,"E"
"cell955...8955",3184.62670082226,738.076184876263,"E"
"cell956...8956",2524.86438443884,1974.26687087864,"E"
"cell957...8957",3767.50452816486,1810.87157409638,"E"
"cell958...8958",2375.37869252264,1853.79268834367,"E"
"cell959...8959",2977.73396456614,804.328843019903,"E"
"cell960...8960",2019.64097423479,1764.9974101223,"E"
"cell961...8961",2720.86808644235,1616.32588645443,"E"
"cell962...8962",2884.32338181883,1006.95683108643,"E"
"cell963...8963",2251.45844276994,1651.75890224054,"E"
"cell964...8964",3248.7290953286,234.745806548744,"E"
"cell965...8965",2604.86266342923,1373.88830864802,"E"
"cell966...8966",2479.27445638925,1050.59221759439,"E"
"cell967...8967",2717.25952718407,698.473828379065,"E"
"cell968...8968",3785.82082502544,295.51089508459,"E"
"cell969...8969",3981.25453013927,1309.0253546834,"E"
"cell970...8970",3464.84239492565,997.475998941809,"E"
"cell971...8971",3985.57617655024,1691.42202287912,"E"
"cell972...8972",3079.57872422412,1315.61996461824,"E"
"cell973...8973",2867.60352365673,779.310422483832,"E"
"cell974...8974",3929.34734839946,1710.22364357486,"E"
"cell975...8975",2296.63928644732,1180.5492863059,"E"
"cell976...8976",2132.98611156642,1211.98366768658,"E"
"cell977...8977",2048.50297607481,113.070563413203,"E"
"cell978...8978",3224.8464836739,1477.30203578249,"E"
"cell979...8979",3393.21749610826,1098.50073046982,"E"
"cell980...8980",3602.28377440944,800.354747567326,"E"
"cell981...8981",2275.46056779101,1024.88885587081,"E"
"cell982...8982",2319.56964544952,1274.92140280083,"E"
"cell983...8983",3977.66718594357,1906.28302888945,"E"
"cell984...8984",2797.29139106348,194.748704321682,"E"
"cell985...8985",2375.82363234833,931.420523207635,"E"
"cell986...8986",2955.45648224652,88.7340707704425,"E"
"cell987...8987",3088.46804546192,1704.90765757859,"E"
"cell988...8988",2656.31596138701,103.90548594296,"E"
"cell989...8989",3999.86118730158,1300.6988177076,"E"
"cell990...8990",3055.56367198005,567.759795580059,"E"
"cell991...8991",2267.46901636943,1836.40576060861,"E"
"cell992...8992",2877.0801355131,1396.88750635833,"E"
"cell993...8993",3241.58787960187,1224.13341095671,"E"
"cell994...8994",2405.82482423633,1621.69750034809,"E"
"cell995...8995",2268.33954546601,361.780696548522,"E"
"cell996...8996",3553.66799607873,1735.93830084428,"E"
"cell997...8997",3271.89969737083,602.220052387565,"E"
"cell998...8998",2564.27259324118,1550.02925824374,"E"
"cell999...8999",2382.51891219988,540.018834639341,"E"
"cell1000...9000",2531.0734398663,800.025569275022,"E"
"cell1001...9001",3061.61758583039,1880.7557686232,"E"
"cell1002...9002",3369.72180800512,1993.53113817051,"E"
"cell1003...9003",2766.56678738073,465.820010751486,"E"
"cell1004...9004",3909.97599670663,283.802356570959,"E"
"cell1005...9005",2236.71316122636,132.594018243253,"E"
"cell1006...9006",2078.20011069998,1465.68905748427,"E"
"cell1007...9007",3009.01006581262,570.858902297914,"E"
"cell1008...9008",3156.96511045098,1438.97699285299,"E"
"cell1009...9009",3678.6078158766,35.3389014489949,"E"
"cell1010...9010",3308.8899506256,346.411779057235,"E"
"cell1011...9011",3889.0566797927,1404.39544105902,"E"
"cell1012...9012",3023.31525925547,1480.57431727648,"E"
"cell1013...9013",2169.84211839736,1894.26930947229,"E"
"cell1014...9014",3989.54101884738,1444.08750534058,"E"
"cell1015...9015",2802.88823973387,1763.79741122946,"E"
"cell1016...9016",3791.29259334877,582.063831854612,"E"
"cell1017...9017",3753.7168241106,1939.39048331231,"E"
"cell1018...9018",2592.96959592029,196.523111779243,"E"
"cell1019...9019",2265.18381945789,648.551153950393,"E"
"cell1020...9020",2531.82181529701,279.122297186404,"E"
"cell1021...9021",2011.45508559421,1496.65293144062,"E"
"cell1022...9022",3639.20364296064,937.088131904602,"E"
"cell1023...9023",2349.32335792109,199.489469174296,"E"
"cell1024...9024",3686.16110412404,1677.34726984054,"E"
"cell1025...9025",2333.42433348298,691.588638350368,"E"
"cell1026...9026",3528.03887007758,355.997537262738,"E"
"cell1027...9027",3037.8761747852,905.629458837211,"E"
"cell1028...9028",2545.37060670555,878.401032183319,"E"
"cell1029...9029",2686.40627153218,338.45869358629,"E"
"cell1030...9030",3410.15068022534,1571.05751847848,"E"
"cell1031...9031",3183.07060236111,1324.51908383518,"E"
"cell1032...9032",2938.75807523727,1610.19092891365,"E"
"cell1033...9033",2672.75321111083,914.646442048252,"E"
"cell1034...9034",3935.6748573482,1241.24033469707,"E"
"cell1035...9035",3291.68376745656,765.002182684839,"E"
"cell1036...9036",2392.60233845562,1772.79065223411,"E"
"cell1037...9037",2714.36077030376,1243.26454428956,"E"
"cell1038...9038",3026.03616425768,1911.72104235739,"E"
"cell1039...9039",3765.99348103628,1201.03083318099,"E"
"cell1040...9040",2305.33513054252,1075.75009576976,"E"
"cell1041...9041",2460.92319488525,1140.07401373237,"E"
"cell1042...9042",2325.97715687007,1861.2144109793,"E"
"cell1043...9043",3228.69371809065,282.517039217055,"E"
"cell1044...9044",3003.27288778499,877.861856948584,"E"
"cell1045...9045",2376.23777613044,1083.11192179099,"E"
"cell1046...9046",2815.42970519513,1076.02187385783,"E"
"cell1047...9047",3164.77609379217,225.4359126091,"E"
"cell1048...9048",2617.85813001916,1000.57103624567,"E"
"cell1049...9049",2961.9312803261,1333.88689206913,"E"
"cell1050...9050",3878.78958461806,857.758429832757,"E"
"cell1051...9051",2092.08109648898,26.8928986042738,"E"
"cell1052...9052",3069.72345942631,1100.76737124473,"E"
"cell1053...9053",2885.32156450674,1993.79922263324,"E"
"cell1054...9054",3812.7309391275,54.9924927763641,"E"
"cell1055...9055",3762.08476349711,1208.92086392269,"E"
"cell1056...9056",2326.48223266006,330.704409629107,"E"
"cell1057...9057",3504.38153138384,128.752074670047,"E"
"cell1058...9058",2805.97440432757,736.104296986014,"E"
"cell1059...9059",3113.90538699925,995.977163780481,"E"
"cell1060...9060",2160.33856384456,13.7970126233995,"E"
"cell1061...9061",2233.13718475401,14.6345198154449,"E"
"cell1062...9062",3850.38512246683,890.329459216446,"E"
"cell1063...9063",3757.68848136067,1234.9690743722,"E"
"cell1064...9064",2326.41525380313,1944.26898751408,"E"
"cell1065...9065",3063.1278026849,23.4857350587845,"E"
"cell1066...9066",3859.58433663473,1298.16452227533,"E"
"cell1067...9067",2651.43198752776,673.991664778441,"E"
"cell1068...9068",2321.58926175907,813.738509081304,"E"
"cell1069...9069",3899.41583573818,902.878590393811,"E"
"cell1070...9070",2924.71409728751,1617.93918255717,"E"
"cell1071...9071",2441.54177466407,704.53624567017,"E"
"cell1072...9072",2004.03846520931,1704.26717493683,"E"
"cell1073...9073",3238.38520655409,401.197279803455,"E"
"cell1074...9074",2805.01184426248,1556.36069783941,"E"
"cell1075...9075",3800.06522126496,1504.70112729818,"E"
"cell1076...9076",3011.76396897063,63.9421595260501,"E"
"cell1077...9077",3452.97416206449,1588.58038578182,"E"
"cell1078...9078",2054.97322976589,246.22482387349,"E"
"cell1079...9079",2758.82642623037,105.15404632315,"E"
"cell1080...9080",2773.48932437599,1000.53082033992,"E"
"cell1081...9081",2675.64145056531,927.65694251284,"E"
"cell1082...9082",2728.86370262131,1323.04376643151,"E"
"cell1083...9083",3277.5119394064,248.336400371045,"E"
"cell1084...9084",2065.82865491509,317.356358282268,"E"
"cell1085...9085",3392.38517684862,463.426345027983,"E"
"cell1086...9086",3631.12834934145,1813.37229022756,"E"
"cell1087...9087",3014.84570698813,1613.64078940824,"E"
"cell1088...9088",2225.18525179476,974.593622609973,"E"
"cell1089...9089",3812.64660228044,101.955450605601,"E"
"cell1090...9090",2826.67790632695,925.516727846116,"E"
"cell1091...9091",2947.51157565042,1469.71324738115,"E"
"cell1092...9092",3427.42836009711,1544.9163755402,"E"
"cell1093...9093",2483.74242102727,525.341421831399,"E"
"cell1094...9094",2599.2812551558,1553.11246681958,"E"
"cell1095...9095",3408.95764296874,1065.12275571004,"E"
"cell1096...9096",3543.34989609197,1621.83965742588,"E"
"cell1097...9097",2027.68068108708,1834.80801386759,"E"
"cell1098...9098",3102.62790694833,188.507558777928,"E"
"cell1099...9099",3304.9223809503,1100.96305562183,"E"
"cell1100...9100",3863.32141608,58.249345049262,"E"
"cell1101...9101",3380.78341027722,435.663112439215,"E"
"cell1102...9102",2507.53427809104,737.628465984017,"E"
"cell1103...9103",2822.07674020901,1634.28026624024,"E"
"cell1104...9104",2245.78222632408,1239.32821908966,"E"
"cell1105...9105",2263.93311144784,515.941854100674,"E"
"cell1106...9106",3280.23601649329,1470.40892764926,"E"
"cell1107...9107",2692.8468644619,1837.68449071795,"E"
"cell1108...9108",2845.51320923492,1401.85666549951,"E"
"cell1109...9109",3878.81776085123,1755.07740443572,"E"
"cell1110...9110",2767.77846179903,1344.23621557653,"E"
"cell1111...9111",2457.17026200145,1336.11403033137,"E"
"cell1112...9112",3380.5573717691,1182.17690428719,"E"
"cell1113...9113",2019.71583487466,1229.24134042114,"E"
"cell1114...9114",3372.26178869605,1675.69868639112,"E"
"cell1115...9115",3583.34919204935,781.934142112732,"E"
"cell1116...9116",3014.98697744682,1584.64735560119,"E"
"cell1117...9117",2616.15249793977,70.1944641768932,"E"
"cell1118...9118",3474.42455450073,1259.6812704578,"E"
"cell1119...9119",2609.43048680201,1804.40221680328,"E"
"cell1120...9120",3549.4174035266,596.643906086683,"E"
"cell1121...9121",2224.22727569938,1061.73476856202,"E"
"cell1122...9122",3595.48739995807,1446.38982694596,"E"
"cell1123...9123",2982.00233466923,440.955587197095,"E"
"cell1124...9124",3665.83634959534,584.721736144274,"E"
"cell1125...9125",3516.84630988166,623.045803513378,"E"
"cell1126...9126",3804.29312167689,914.993590209633,"E"
"cell1127...9127",2556.88002612442,323.769658338279,"E"
"cell1128...9128",2891.38569962233,1931.92056566477,"E"
"cell1129...9129",2544.03147147968,1023.05716508999,"E"
"cell1130...9130",2659.8366512917,1449.06698120758,"E"
"cell1131...9131",3727.20130765811,421.658290084451,"E"
"cell1132...9132",2219.71590677276,1759.7975935787,"E"
"cell1133...9133",2804.51379949227,5.73471048846841,"E"
"cell1134...9134",2812.15018732473,1103.8162233308,"E"
"cell1135...9135",2872.95850971714,865.779472049326,"E"
"cell1136...9136",2354.00019260123,564.620749093592,"E"
"cell1137...9137",2531.46040020511,70.2334251254797,"E"
"cell1138...9138",3319.10002697259,1691.41436601058,"E"
"cell1139...9139",3632.11100967601,821.52548385784,"E"
"cell1140...9140",2842.36868936568,1357.9145851545,"E"
"cell1141...9141",2320.128608495,367.243966087699,"E"
"cell1142...9142",2577.2202545777,519.092315807939,"E"
"cell1143...9143",3604.25801668316,1457.88750611246,"E"
"cell1144...9144",2328.4913636744,1182.55356233567,"E"
"cell1145...9145",3579.58547025919,1004.71687596291,"E"
"cell1146...9146",3048.42993989587,1715.59097571298,"E"
"cell1147...9147",2640.07000532001,1846.29804920405,"E"
"cell1148...9148",2550.35417573527,1315.92824496329,"E"
"cell1149...9149",3603.7960764952,907.831255812198,"E"
"cell1150...9150",2208.04886240512,1418.06892259046,"E"
"cell1151...9151",3676.24453315511,78.931916039437,"E"
"cell1152...9152",2158.52574724704,1716.99416358024,"E"
"cell1153...9153",3435.12813420966,999.042192939669,"E"
"cell1154...9154",3729.23565329984,181.330941617489,"E"
"cell1155...9155",3957.11641618982,1701.63798239082,"E"
"cell1156...9156",2498.25241509825,1378.05792689323,"E"
"cell1157...9157",2049.7213806957,874.161732848734,"E"
"cell1158...9158",2445.95646392554,1184.48468483984,"E"
"cell1159...9159",2244.05099917203,1409.50414305553,"E"
"cell1160...9160",2770.47884976491,19.9140245094895,"E"
"cell1161...9161",2168.66094898432,960.902631748468,"E"
"cell1162...9162",2565.16379956156,910.630565602332,"E"
"cell1163...9163",3133.16491758451,1247.4017450586,"E"
"cell1164...9164",2657.08460472524,600.986387114972,"E"
"cell1165...9165",3886.94936549291,1365.50130927935,"E"
"cell1166...9166",2754.60702786222,1857.90957557037,"E"
"cell1167...9167",3906.63122478873,761.61939650774,"E"
"cell1168...9168",2546.50573525578,950.686962343752,"E"
"cell1169...9169",3374.6603121981,388.958936091512,"E"
"cell1170...9170",2273.9836089313,1172.86434629932,"E"
"cell1171...9171",3620.42154325172,115.499143954366,"E"
"cell1172...9172",3525.20938403904,1762.91959034279,"E"
"cell1173...9173",2884.80966771021,505.449381656945,"E"
"cell1174...9174",2913.35138911381,779.399364255369,"E"
"cell1175...9175",3360.9101776965,1425.76209688559,"E"
"cell1176...9176",2148.79581797868,1789.01469614357,"E"
"cell1177...9177",3293.25815010816,1940.14645367861,"E"
"cell1178...9178",3579.82822321355,542.573693674058,"E"
"cell1179...9179",2446.63301343098,1106.08033603057,"E"
"cell1180...9180",2081.88798092306,115.002112463117,"E"
"cell1181...9181",2769.29672667757,127.251847181469,"E"
"cell1182...9182",2688.18430788815,1499.67365479097,"E"
"cell1183...9183",2892.73738441989,1463.4790555574,"E"
"cell1184...9184",2773.6663389951,111.034374684095,"E"
"cell1185...9185",3836.63583081216,247.147887479514,"E"
"cell1186...9186",2348.03508687764,402.769475243986,"E"
"cell1187...9187",2299.74112473428,877.510085701942,"E"
"cell1188...9188",3226.39845777303,1992.3786111176,"E"
"cell1189...9189",2034.48666399345,1312.64517270029,"E"
"cell1190...9190",2132.22096860409,566.440119408071,"E"
"cell1191...9191",3557.67808295786,1398.5807984136,"E"
"cell1192...9192",3871.31225410849,1798.80951577798,"E"
"cell1193...9193",2414.4082791172,1158.20385050029,"E"
"cell1194...9194",3286.68631380424,1558.54963557795,"E"
"cell1195...9195",2662.75915037841,745.316792745143,"E"
"cell1196...9196",3910.8431818895,1265.1876853779,"E"
"cell1197...9197",3634.37831401825,435.305847786367,"E"
"cell1198...9198",3480.55228637531,1666.37656418607,"E"
"cell1199...9199",2445.41195360944,1673.76569518819,"E"
"cell1200...9200",2091.44943300635,657.498226501048,"E"
"cell1201...9201",2733.05315850303,531.626820098609,"E"
"cell1202...9202",3482.78605006635,1094.29640276358,"E"
"cell1203...9203",3867.01249983162,153.997554909438,"E"
"cell1204...9204",3346.41989972442,267.011748161167,"E"
"cell1205...9205",3402.71421475336,1098.24739256874,"E"
"cell1206...9206",3695.25081571192,1935.54235110059,"E"
"cell1207...9207",3412.31330996379,564.376533962786,"E"
"cell1208...9208",3717.61551918462,669.691314920783,"E"
"cell1209...9209",2891.28898223862,1078.89750925824,"E"
"cell1210...9210",3353.26998401433,883.605142123997,"E"
"cell1211...9211",2255.64956525341,1739.64180378243,"E"
"cell1212...9212",3472.34307043254,1106.87123145908,"E"
"cell1213...9213",2134.49029671028,1065.72158727795,"E"
"cell1214...9214",2561.6001393646,1767.07558939233,"E"
"cell1215...9215",2823.23536742479,1114.26767427474,"E"
"cell1216...9216",3886.84999430552,132.244317792356,"E"
"cell1217...9217",3954.68506636098,517.536207102239,"E"
"cell1218...9218",2077.73317024112,1101.81024484336,"E"
"cell1219...9219",3175.45555438846,1592.80568407848,"E"
"cell1220...9220",2060.02335436642,290.025959722698,"E"
"cell1221...9221",3130.56241674349,972.418836317956,"E"
"cell1222...9222",2196.45446166396,1414.76218868047,"E"
"cell1223...9223",3260.58157719672,1888.01446510479,"E"
"cell1224...9224",3637.00366904959,1653.91983790323,"E"
"cell1225...9225",2700.08332608268,767.259384971112,"E"
"cell1226...9226",2267.96734984964,646.341076586396,"E"
"cell1227...9227",2161.88675677404,1814.66602534056,"E"
"cell1228...9228",2700.88662859052,112.894313875586,"E"
"cell1229...9229",3992.54356930032,229.00270530954,"E"
"cell1230...9230",3065.93762151897,1808.81012743339,"E"
