"","x","y","values","celltypes"
"cell1677",148.588430834934,644.349195063114,-0.707507136362519,"B"
"cell767",565.268977312371,227.025169879198,0.305210153581674,"A"
"cell530",993.913878686726,923.79611171782,-0.120985112467747,"B"
"cell1447",468.759991927072,589.938755845651,0.232948137714432,"A"
"cell1115",791.674596024677,540.793451713398,-0.823471233601052,"B"
"cell164",779.984889784828,276.576519012451,-0.302058447789016,"B"
"cell1503",198.872806271538,504.586929921061,0.229916074067292,"A"
"cell51",477.619622135535,105.220099911094,1.3709070317248,"A"
"cell119",446.284348610789,346.652631880715,-0.538152255071135,"B"
"cell1917",320.450928527862,930.699282558635,-1.09135720011695,"B"
"cell1783",390.925179235637,626.784958876669,0.626600801492838,"A"
"cell1722",320.313527714461,885.154942283407,-1.18032589170254,"B"
"cell1713",221.870881738141,164.368582423776,1.64855711891611,"A"
"cell1594",140.509183052927,461.705907247961,0.131065061768013,"A"
"cell89",245.488513959572,972.556549590081,-0.129769747178522,"B"
"cell533",336.445357883349,736.779738916084,0.338396687859461,"A"
"cell591",553.475703578442,478.466552915052,1.44330963750909,"A"
"cell1659",493.233672808856,156.67472477071,0.928820287751507,"A"
"cell704",676.568772410974,579.446654533967,0.342572718769997,"A"
"cell1606",178.8714164868,751.38835189864,-0.152532659891905,"B"
"cell846",434.994159033522,279.548889491707,-0.737021685419127,"B"
"cell1095",704.478821484372,307.492890860885,-0.522620511862428,"B"
"cell1408",50.3090226557106,273.909657727927,-0.837371064692104,"B"
"cell315",267.212083097547,447.294557001442,-0.247365310999956,"B"
"cell1825",70.9323794580996,197.317335521802,0.0740638045960093,"A"
"cell1888",156.215733382851,791.351313237101,-0.820911811228922,"B"
"cell1438",934.716325020418,146.222741808742,0.476419647059772,"A"
"cell1517",793.07110211812,7.27951503358781,-1.20299711784353,"B"
"cell570",957.636520732194,401.718270266429,-1.4666268451794,"B"
"cell1727",378.729996271431,17.4748271238059,1.80600876253398,"A"
"cell832",910.060926806182,668.704696698114,-1.01258919993449,"B"
"cell1537",555.886077694595,55.8531857095659,-0.206911376890601,"B"
"cell1764",511.001022765413,806.365065742284,-1.63811989642348,"B"
"cell1682",627.1102654282,960.609719855711,-1.90360830688569,"B"
"cell1743",634.359558112919,335.560646606609,-0.435194989363074,"B"
"cell1192",935.656127054244,860.31669517979,-1.5840138878373,"B"
"cell1882",809.948969166726,461.208982625976,0.501248654168332,"A"
"cell633",314.201829954982,433.417851105332,-0.300475445074703,"B"
"cell1416",540.642281062901,378.670980222523,-0.671017012995028,"B"
"cell281",27.7871224097908,753.48961702548,-0.840071402755681,"B"
"cell1661",293.110862839967,185.956565197557,0.66299350121948,"A"
"cell1923",492.03958758153,641.883824951947,0.340801997869908,"A"
"cell724",706.661531934515,456.290248548612,-0.757528734532917,"B"
"cell5",201.681931037456,191.937792114913,1.65423921048045,"A"
"cell1354",391.901184339076,30.1193404011428,1.33254093077908,"A"
"cell492",939.136706059799,234.025480225682,-0.9476287443577,"B"
"cell20",777.445221319795,326.39992586337,-0.422549731889373,"B"
"cell1207",706.156654981896,634.125648066401,-0.484992340323414,"B"
"cell1667",286.47352475673,921.931521734223,-0.366950822837436,"B"
"cell1103",411.038370104507,519.780053058639,0.194035230315279,"A"
"cell514",727.76700463146,953.556534368545,-0.963291680014069,"B"
"cell828",366.9732096605,952.518456615508,-1.36411726324086,"B"
"cell69",84.2469143681228,809.806877514347,-0.933365229969337,"B"
"cell1542",3.30454739741981,150.810371153057,0.449860548194007,"A"
"cell1497",964.205690892413,362.700476078317,-1.7853598681817,"B"
"cell1253",762.543860822916,891.417951555923,-0.730680438204929,"B"
"cell1320",443.703617434949,767.757193185389,-2.39535680371695,"B"
"cell141",682.788078673184,803.868116578087,-0.740029773220721,"B"
"cell793",944.410233525559,149.301019264385,-0.171863617621441,"B"
"cell132",77.0643802825361,774.952064268291,-1.44705404676273,"B"
"cell42",647.060193819925,118.364716647193,-0.908372080832215,"B"
"cell1775",949.920209357515,881.732020992786,-1.00182894595096,"B"
"cell754",128.56467650272,59.0932832565159,-0.42820490776616,"B"
"cell133",35.5405795853585,393.959630047902,-0.361113607878211,"B"
"cell1217",977.34253318049,627.588032977656,0.360326727811444,"A"
"cell294",327.013726811856,532.405641162768,1.68529805015801,"A"
"cell750",675.808124942705,536.768707213923,0.213360158780864,"A"
"cell1421",941.601979313418,918.583245016634,-2.50679014020927,"B"
"cell264",787.540507735685,188.894553110003,-2.26404549408419,"B"
"cell177",644.315762910992,747.538483235985,-0.0162300010133016,"B"
"cell595",830.245703924447,672.132012201473,-0.14349681716063,"B"
"cell944",411.155431065708,625.332500552759,-0.210898389267946,"B"
"cell1392",247.471673414111,793.350585969165,-0.358527603363039,"B"
"cell1457",692.014421336353,483.656921889633,-0.409609870789091,"B"
"cell1163",566.582458792254,879.388509085402,-2.13919880309662,"B"
"cell727",333.605515072122,194.110536715016,0.382371754872361,"A"
"cell320",624.714189674705,651.877836557105,0.4592776541575,"A"
"cell1965",313.187195919454,68.292502546683,1.32111010116495,"A"
"cell115",148.211560677737,265.2450397145,-0.0137777798213695,"B"
"cell1477",883.927375776693,496.753414859995,-0.328152220227377,"B"
"cell1474",149.399920366704,202.094245236367,-0.0413695629832732,"B"
"cell453",370.272380299866,240.165151190013,-0.426206828417032,"B"
"cell396",348.302052123472,573.297038441524,1.17672654545866,"A"
"cell1841",769.50380532071,805.156203918159,-0.240330411159317,"B"
"cell1808",964.57004873082,924.096579663455,-2.03411002835956,"B"
"cell882",944.791405461729,731.236714404076,-1.98121065662644,"B"
"cell1777",193.044015904889,789.716308237985,-0.23696164796781,"B"
"cell159",277.755932649598,476.030350895599,0.277021840825274,"A"
"cell1562",769.816465443,579.044283600524,-0.153478662751885,"B"
"cell495",399.102555820718,439.074041554704,-0.0917861005886677,"B"
"cell109",924.074469832703,788.712464505807,-0.961097626902674,"B"
"cell519",335.320759797469,94.7096680756658,1.69929367218374,"A"
"cell1196",955.421590944752,793.385952012613,-2.31421984513082,"B"
"cell753",551.263966830447,867.438183631748,-2.02267928133819,"B"
"cell1873",523.278417764232,827.212975826114,-0.997401488754409,"B"
"cell393",925.229935208336,506.189440609887,-1.12643223163651,"B"
"cell648",862.034041201696,97.3854917101562,-1.42080324706927,"B"
"cell1110",383.889230899513,953.639274695888,-1.59290101718182,"B"
"cell45",529.719580197707,783.775092335418,-0.965974016797716,"B"
"cell902",766.842754324898,140.771795995533,-2.18180793614983,"B"
"cell112",731.792511884123,396.841136040166,-0.258195544062911,"B"
"cell1051",46.0405482444912,345.473791006953,-0.24218443451162,"B"
"cell940",312.036419520155,677.184424130246,0.748097832972887,"A"
"cell222",165.453933179379,593.498748727143,0.0507340168365946,"A"
"cell266",165.027638664469,503.481938038021,0.991461753667892,"A"
"cell158",75.2757457084954,438.29421675764,-1.12577423907736,"B"
"cell1913",832.66066480428,960.031080758199,-0.918411750120074,"B"
"cell774",996.111101238057,227.041788864881,-1.44074622987666,"B"
"cell1617",766.589350067079,300.136657431722,-0.253304624156204,"B"
"cell950",819.952085847035,724.687710637227,-0.928722119777679,"B"
"cell730",51.5953230205923,741.858070949093,-1.74111755624406,"B"
"cell386",240.811596158892,890.398807590827,-0.594146433101199,"B"
"cell1199",222.705976804718,506.966484710574,-0.347411701999846,"B"
"cell300",929.253919748589,933.560322737321,-1.21570363401402,"B"
"cell1285",762.087390525267,540.227035991848,-0.320470339605086,"B"
"cell1190",66.1104843020439,130.542241036892,0.195311900157596,"A"
"cell1139",816.055504838005,377.476619090885,0.03956264290309,"A"
"cell340",970.162178855389,696.676669642329,-1.59186358634129,"B"
"cell92",58.9343772735447,650.906511116773,0.514306337341317,"A"
"cell412",357.4057451915,856.345876585692,-0.801505485933158,"B"
"cell99",810.870242770761,560.349760344252,0.0248368893936685,"A"
"cell1152",79.2628736235201,451.972152572125,-0.658787872498057,"B"
"cell845",474.060096777976,969.921130919829,-2.1743729846206,"B"
"cell1604",916.089018341154,284.091336419806,-0.74723151547477,"B"
"cell783",730.932883918285,333.594424650073,0.0530695026715935,"A"
"cell994",202.912412118167,568.207804346457,0.917873166479807,"A"
"cell1455",806.145361857489,755.370357073843,-0.296169803359265,"B"
"cell1021",5.72754279710352,35.9482921194285,-0.465322913707006,"B"
"cell1655",990.600507240742,939.763181842864,-0.775770802454814,"B"
"cell900",161.596125923097,964.200276881456,1.10155782279854,"A"
"cell1216",943.424997152761,565.426904708147,-1.30837671828835,"B"
"cell1109",939.408880425617,788.599854335189,-2.15042716581935,"B"
"cell669",369.083623867482,340.630786726251,-1.3743406258831,"B"
"cell1232",314.234643476084,28.2599737402052,1.19673462728733,"A"
"cell1018",296.484797960147,81.6244133748114,0.92163682011127,"A"
"cell1560",754.124050959945,802.099082618952,-0.770871895454237,"B"
"cell383",656.162315513939,336.751536931843,-0.0656738565698577,"B"
"cell728",578.284267568961,714.57881340757,-1.98750153181078,"B"
"cell1987",852.890213020146,343.821749091148,-0.697625031180654,"B"
"cell771",477.46321093291,479.22472585924,-0.1348490300081,"B"
"cell1545",823.517040116712,290.325599722564,-0.900916929247318,"B"
"cell1111",228.585131000727,686.537295812741,-0.168264507948681,"B"
"cell484",946.817819029093,46.35811294429,-0.934681239833621,"B"
"cell503",658.057553693652,849.741751793772,-1.35973561622657,"B"
"cell1757",625.582814915106,349.0731860511,1.38944702769797,"A"
"cell1174",456.675694556907,211.358914151788,0.439824408703971,"A"
"cell515",716.589478775859,495.994127122685,0.0821494108687026,"A"
"cell752",902.23774779588,863.054233137518,-1.25382279400908,"B"
"cell1470",138.867305591702,899.729524739087,-0.607249222847597,"B"
"cell312",193.309862399474,338.309313636273,-0.0315840669866234,"B"
"cell58",518.634263193235,158.467933768407,2.10295314402622,"A"
"cell1332",880.710697267205,705.079847713932,-0.788973473671805,"B"
"cell705",648.013445781544,527.169481385499,0.552688590889366,"A"
"cell1135",436.479254858568,668.295187875628,-0.260060090990085,"B"
"cell342",176.452036481351,406.17906791158,-0.850082832136104,"B"
"cell1821",537.983173970133,619.448245270178,-0.0616113078454928,"B"
"cell91",239.629415096715,810.91625452973,-0.198367077052477,"B"
"cell122",495.593577856198,214.54192395322,1.11886573024249,"A"
"cell44",553.036311641335,65.5782136600465,0.261753182592813,"A"
"cell1866",243.875786894932,146.671165479347,1.95965445872621,"A"
"cell1124",832.918174797669,311.598118860275,-0.669997714083582,"B"
"cell313",841.351716779172,546.49319103919,-1.09908322506982,"B"
"cell646",224.630508804694,980.656960047781,0.326193407078527,"A"
"cell1256",182.563007809222,417.562691029161,-0.497622259637161,"B"
"cell822",554.2833507061,151.392416795716,1.70690062893278,"A"
"cell481",760.313281789422,527.54284045659,-0.714435707120567,"B"
"cell1384",258.740903576836,330.436418298632,-0.471935151511755,"B"
"cell1035",645.841883728281,829.269654583186,-0.963838611896602,"B"
"cell1334",495.907411212102,325.013779336587,-1.61849360137714,"B"
"cell725",262.5371592585,75.754487188533,0.71520609868619,"A"
"cell1439",863.43625606969,352.731726365164,-0.725649749008593,"B"
"cell81",434.659484773874,680.997319286689,-0.528401949099763,"B"
"cell1280",928.703089011833,411.114768125117,-1.14689018586318,"B"
"cell1078",27.486614882946,733.954830560833,-0.836074194890085,"B"
"cell146",452.570831403136,103.176732780412,1.16626241521237,"A"
"cell1454",675.76349619776,954.913745401427,-0.293126768545108,"B"
"cell748",835.517949890345,126.254325965419,-0.924983384042167,"B"
"cell328",782.182115828618,640.639821300283,0.130830639938198,"A"
"cell1623",766.32994809188,447.039629099891,0.0781696234006991,"A"
"cell1030",705.075340112671,360.284397145733,-0.905274935331702,"B"
"cell1551",163.320453837514,275.17956495285,-0.21723766308371,"B"
"cell1941",675.760691985488,492.284960579127,-0.179341362294197,"B"
"cell250",942.957059247419,762.660629115999,-2.1037495762841,"B"
"cell1282",596.331653418019,387.132702860981,-1.20183541560149,"B"
"cell1312",435.551518108696,910.616386216134,-0.926308262084162,"B"
"cell234",631.420228397474,136.855290038511,-0.358901298827311,"B"
"cell296",681.44251476042,510.24816185236,0.00892993371005049,"A"
"cell1547",921.733218012378,809.496423229575,-2.07866403111395,"B"
"cell1801",61.6094244178385,284.00175482966,-0.438439207074897,"B"
"cell1591",151.647832011804,973.590466193855,0.363006723908466,"A"
"cell1814",50.592377781868,114.785871468484,-0.0869191699911702,"B"
"cell1944",78.677503624931,348.247224697843,-2.38311042468366,"B"
"cell567",241.579222260043,981.680901022628,0.680415489345358,"A"
"cell182",191.26010988839,768.941204063594,-0.653851610560396,"B"
"cell553",11.0360709950328,620.587071869522,-0.101764209672027,"B"
"cell61",912.875924259424,296.830063685775,-1.16818025271438,"B"
"cell1372",120.401190593839,36.8189697619528,-0.513922347200481,"B"
"cell572",418.338991701603,403.324390063062,-1.04976403326155,"B"
"cell510",532.601219369099,384.307020576671,-0.825121074933777,"B"
"cell1813",745.116808917373,111.760105704889,-2.09310095090174,"B"
"cell649",685.107505181804,635.668759932742,-0.339194109797912,"B"
"cell1546",413.030900992453,837.331550894305,-0.844851371323529,"B"
"cell66",258.016780717298,590.747197624296,0.469664084062253,"A"
"cell799",806.541827740148,769.426584709436,-0.435233752090778,"B"
"cell245",415.047625312582,236.220998689532,-0.443632763545405,"B"
"cell1230",532.968810759485,933.884687488899,-0.761200613571535,"B"
"cell601",814.251750474796,633.54170625098,-0.28286778485826,"B"
"cell1769",865.125555777922,556.66848202236,-0.530170006367498,"B"
"cell1379",148.985019186512,540.331788593903,-0.0945760163735169,"B"
"cell1499",961.764686973765,384.228762472048,-1.69718836125281,"B"
"cell1489",166.756350314245,711.434805998579,0.114868307128293,"A"
"cell1177",646.629075054079,633.692966075614,-0.307575228124698,"B"
"cell17",717.618508264422,106.243964517489,-1.373667558147,"B"
"cell1214",280.8000696823,347.069602226838,-0.272925567297304,"B"
"cell1057",752.190765691921,322.054158896208,0.368520935372582,"A"
"cell1404",377.998807933182,669.765127124265,0.430469251223009,"A"
"cell979",696.608748054132,673.410430550575,-0.721043303937818,"B"
"cell1673",987.334684701636,991.439095698297,-0.632390000914907,"B"
"cell1576",984.328898368403,579.677405068651,0.231768260542401,"A"
"cell276",192.209535045549,988.609185442328,0.671456289894963,"A"
"cell624",136.487586190924,32.9712047241628,-0.909889656836283,"B"
"cell1695",618.989635026082,728.469291003421,-0.106832523763273,"B"
"cell1761",173.452047863975,288.251393241808,-1.16657004433633,"B"
"cell795",517.950570676476,787.106834352016,-1.1566309553827,"B"
"cell865",62.7861295361072,985.718144569546,-0.491444927513315,"B"
"cell1843",989.865584531799,507.219970459118,-1.14807350408312,"B"
"cell1780",215.842896373942,20.3643825370818,0.281689769592803,"A"
"cell1250",65.966630121693,792.672285577282,-0.57205320753271,"B"
"cell696",559.310270706192,828.70218413882,-1.27768926689219,"B"
"cell341",989.49983343482,353.614302352071,-2.4061232818899,"B"
"cell472",955.14673832804,335.298122605309,-1.792356752305,"B"
"cell303",492.596120806411,443.182719638571,-1.1361631271336,"B"
"cell1908",870.453770039603,589.451455278322,-0.470368773000933,"B"
"cell596",648.550947429612,748.441303847358,-0.740798809617508,"B"
"cell802",34.438761183992,558.589052874595,-0.558831370475906,"B"
"cell1388",877.331839408726,449.73988016136,0.0692003629496577,"A"
"cell1413",63.8598678633571,538.207527250051,-1.15130588888837,"B"
"cell938",462.730274768546,30.8886922430247,0.594840588287268,"A"
"cell909",72.9878859128803,549.35643542558,-0.0289270181397731,"B"
"cell1437",552.093794336542,224.762569880113,0.140617792367049,"A"
"cell363",837.416569236666,494.882507016882,-0.651793523284238,"B"
"cell1188",613.199228886515,588.786631124094,0.457589714318412,"A"
"cell1925",5.96133503131568,33.8000932242721,0.257689932475005,"A"
"cell1310",437.024090904742,961.599416332319,-1.83222306363685,"B"
"cell1864",687.636162620038,987.831338075921,-1.547070002904,"B"
"cell525",388.07848887518,176.559115527198,0.57483262404613,"A"
"cell1267",507.879396900535,131.950644310564,1.67936103902286,"A"
"cell1479",689.892161870375,872.602669754997,-1.06852589471151,"B"
"cell594",651.940943440422,326.658140635118,-0.209449506445622,"B"
"cell1281",7.49460491351783,830.281275790185,-1.11415784532676,"B"
"cell762",158.219774486497,398.08634808287,-0.690680764686497,"B"
"cell325",855.082356370986,541.866859653965,-1.77959548865797,"B"
"cell702",900.939270388335,613.883084617555,-1.12462124029904,"B"
"cell110",598.76096714288,686.831065220758,-0.385799983030441,"B"
"cell1060",80.1692819222808,112.912589916959,0.530369157660748,"A"
"cell959",488.866982283071,387.977738399059,-1.49759342651812,"B"
"cell1871",984.963058726862,564.716395223513,-0.0932373929165658,"B"
"cell225",923.968471353874,631.179952295497,-0.740507828218297,"B"
"cell1805",604.272830300033,874.437238555402,-1.65180329389788,"B"
"cell397",659.821025794372,50.710043637082,-0.319464978953873,"B"
"cell306",991.099219536409,280.473912833259,-0.895385501577913,"B"
"cell935",735.003646463156,829.124875832349,-1.08345664827114,"B"
"cell1916",1.02681899443269,225.582466460764,-0.468888682646619,"B"
"cell1838",542.284718481824,429.882332216948,0.292674020418087,"A"
"cell1681",977.556857280433,998.245501425117,-0.093921673061982,"B"
"cell1787",254.976143594831,187.82216636464,1.77867592387374,"A"
"cell744",271.372098475695,98.1341134756804,0.83228038018327,"A"
"cell564",731.371578993276,129.155446076766,-2.0773147442805,"B"
"cell1121",112.113637849689,593.928179237992,-0.205097690162932,"B"
"cell1694",198.444477515295,286.808314500377,-0.269716866754983,"B"
"cell478",435.976401669905,218.07816834189,0.58599622369599,"A"
"cell242",578.353944001719,44.669063994661,-0.355711697151195,"B"
"cell1231",335.897380486131,905.703466618434,-0.661448576991371,"B"
"cell1969",678.760153008625,67.2961501404643,-1.05805992954528,"B"
"cell87",711.121222469956,177.070725010708,-1.25081359795367,"B"
"cell1680",121.866469504312,55.1484022289515,-1.28790015903741,"B"
"cell860",234.915791545063,390.518135624006,0.131181617699908,"A"
"cell398",311.772374436259,400.96298744902,-0.016443983859588,"B"
"cell628",634.875798830763,454.476653132588,-0.131575180904656,"B"
"cell351",486.149104312062,893.640292342752,-0.366947467289441,"B"
"cell1272",385.203435085714,3.82873811759055,2.12225140959082,"A"
"cell1104",122.891113162041,112.714397488162,1.02351568703483,"A"
"cell1412",403.614088194445,569.42411349155,0.806161741571229,"A"
"cell460",64.9499187711626,257.584369974211,-0.736179859111021,"B"
"cell605",975.657349685207,168.583858758211,-0.520682043237666,"B"
"cell688",426.098100841045,204.031246481463,0.956764180385053,"A"
"cell763",866.808582562953,111.213281052187,-1.729913495495,"B"
"cell524",128.327874932438,351.655028294772,-0.491082983296185,"B"
"cell476",240.11627305299,526.016568532214,0.131612456125086,"A"
"cell268",754.705621628091,794.696550583467,0.101985638877543,"A"
"cell1359",158.91654137522,835.876102093607,-1.51508857928275,"B"
"cell1327",165.878762723878,601.935896556824,-0.100825933116313,"B"
"cell1556",849.406595109031,780.486597446725,-0.667839086538255,"B"
"cell8",660.797792486846,70.3614954836667,-1.57813730825927,"B"
"cell1397",743.782856035978,889.19350062497,-0.492142622524002,"B"
"cell671",768.144550733268,628.540931269526,-0.0529193432245999,"B"
"cell837",76.3594461604953,901.919867144898,-1.92273522199231,"B"
"cell1779",605.016008019447,521.260639186949,1.06591417727773,"A"
"cell1054",906.365469563752,275.828687706962,-0.716081547671405,"B"
"cell521",829.201063839719,334.860897623003,-1.87936972654543,"B"
"cell1806",486.148978350684,13.2819041609764,0.51049153753826,"A"
"cell1980",830.732437549159,98.5238691791892,-1.16511704912093,"B"
"cell1833",420.811663148925,177.42281104438,1.63551608495952,"A"
"cell1427",110.44779419899,956.159168621525,-1.69155370592659,"B"
"cell128",207.545113284141,9.43714333698153,0.64317927362698,"A"
"cell1852",115.560325561091,568.944267230108,0.0255342751997961,"A"
"cell1066",929.792168317363,324.025955284014,-2.14606927675826,"B"
"cell102",353.197271935642,658.048582263291,-0.0438745061149801,"B"
"cell1429",371.526648057625,217.940802918747,-0.358733594678931,"B"
"cell956",262.432192219421,724.118740065023,0.423393357371272,"A"
"cell322",312.489656498656,813.315622741356,-0.192442055504086,"B"
"cell1235",36.5391168743372,209.497950971127,-1.00650565953115,"B"
"cell630",938.176916679367,526.207120390609,-1.55970404822024,"B"
"cell925",893.571288092062,692.643887130544,-0.883856426485853,"B"
"cell1692",579.329037806019,787.992113037035,-1.43575894578723,"B"
"cell354",418.321635806933,871.979765826836,-1.1413377175911,"B"
"cell489",877.578062238172,90.7658538781106,-1.05251918424761,"B"
"cell1711",172.508500749245,92.177655082196,-0.61777748442893,"B"
"cell815",383.738204836845,71.094990009442,1.57770296597902,"A"
"cell574",94.3902677390724,260.250953026116,-0.394059890809361,"B"
"cell13",687.022846657783,791.271215071902,-0.650561400699831,"B"
"cell644",201.983017381281,440.788447391242,0.216028274257548,"A"
"cell1094",299.640627577901,897.259657969698,-1.52068744198876,"B"
"cell1279",711.993431439623,135.187422623858,-2.01362356961569,"B"
"cell48",477.230065036565,361.34907277301,-0.316974079939622,"B"
"cell976",66.4930557832122,855.10840639472,-1.19923443547512,"B"
"cell1425",406.097129452974,796.14728805609,-1.05379950098192,"B"
"cell896",119.264316512272,608.58040349558,0.905543011432166,"A"
"cell560",829.324304359034,254.004830028862,-1.68825176734642,"B"
"cell262",317.144671687856,491.904604947194,0.432100690487201,"A"
"cell1224",818.501834524795,230.813289992511,-1.0407339139683,"B"
"cell1988",534.399916650727,296.874676598236,0.312963610092211,"A"
"cell835",400.843428215012,861.873355694115,-0.628138608560806,"B"
"cell232",131.442320533097,170.225525507703,0.764323512068355,"A"
"cell27",13.3903331588954,73.3949469868094,-1.68801055671526,"B"
"cell589",962.333308532834,999.863459262997,-0.913831054847775,"B"
"cell1891",791.963252006099,350.582031533122,-0.0638971264531169,"B"
"cell1599",878.822879167274,224.378655897453,-1.91681025310459,"B"
"cell1345",298.968904651701,125.947901280597,2.14234520951964,"A"
"cell1984",309.347498230636,831.794714787975,-0.266968292710184,"B"
"cell1011",944.528339896351,427.801409969106,-0.273607055082818,"B"
"cell1364",35.5392340570688,701.952431350946,-1.21867183559321,"B"
"cell718",146.561842877418,977.186663541943,0.749703562843753,"A"
"cell59",662.0050764177,701.090714894235,-0.467961570899415,"B"
"cell1620",892.7099222783,279.024854302406,-1.24390686422784,"B"
"cell1019",132.591909728944,730.743972118944,-0.994836841652079,"B"
"cell543",653.349443105981,757.050371263176,-0.259217736268924,"B"
"cell1147",320.035002660006,680.059362435713,0.536412969423432,"A"
"cell1424",253.797065699473,406.939328880981,-0.456698950137059,"B"
"cell1355",231.745099416003,881.95783784613,-0.874407093252845,"B"
"cell1048",308.929065009579,263.550981180742,-0.868924850238466,"B"
"cell461",162.10908186622,383.511227555573,-0.716666335501744,"B"
"cell764",206.145605770871,421.622570138425,-0.229852581527064,"B"
"cell1402",647.764874156564,71.2402206845582,-0.816772984261816,"B"
"cell999",191.259456099942,180.903868051246,1.27469864356119,"A"
"cell498",517.009826377034,919.769865693524,-1.73462272435719,"B"
"cell1043",614.346859045327,640.314553165808,0.923016952872171,"A"
"cell376",420.215893303975,559.18457871303,-0.603268832702141,"B"
"cell466",938.413745490834,242.656880989671,-1.24274594050284,"B"
"cell1523",732.264853548259,785.535226110369,-0.485251190377677,"B"
"cell1982",712.033160030842,284.22638704069,-0.930338971465625,"B"
"cell919",703.941832529381,932.809803402051,-0.499453801331099,"B"
"cell1449",164.642814546824,344.388371799141,-0.626711798231589,"B"
"cell1510",611.531793372706,744.718985864893,-1.15908058005601,"B"
"cell1770",396.846375893801,219.660270027816,-0.0644357360449703,"B"
"cell881",332.204946083948,563.707939581946,0.722795487610581,"A"
"cell854",980.36478087306,17.0216606929898,-1.62201754168101,"B"
"cell1325",199.519188608974,290.783272590488,-0.345458830489616,"B"
"cell1663",964.078546268865,256.39015971683,0.104972722489774,"A"
"cell442",293.991799000651,363.235213793814,0.329844048741375,"A"
"cell1570",361.44763790071,342.911960789934,-0.537297885496906,"B"
"cell41",820.946294115856,372.02698434703,0.27601715875341,"A"
"cell97",455.274453619495,686.299628112465,-0.555583569514488,"B"
"cell1966",691.273411735892,810.592334251851,-0.948715517313713,"B"
"cell125",754.820944508538,871.23094429262,-1.34290180658269,"B"
"cell970",732.421197462827,62.9397972952574,-1.00384755517603,"B"
"cell237",689.413412474096,458.246603375301,-0.975569063000253,"B"
"cell339",582.205270184204,330.213881796226,1.08724551465589,"A"
"cell1277",165.052519412711,589.908806141466,-0.375627552215336,"B"
"cell1488",711.470239562914,904.405734501779,-0.601014548135951,"B"
"cell459",603.792401496321,471.064956625924,0.427524644804365,"A"
"cell144",258.165926672518,348.586677573621,0.128472484478609,"A"
"cell1158",222.97823196277,54.5396546367556,1.17780900912348,"A"
"cell1904",888.036270625889,266.299674520269,-1.92798220295731,"B"
"cell456",657.828069292009,329.74161580205,0.529117843754168,"A"
"cell21",934.705231105909,294.2976471968,-0.793652444516373,"B"
"cell1800",276.964061195031,976.159376790747,-0.505513852910406,"B"
"cell298",118.902558228001,441.210551187396,-1.18306423779829,"B"
"cell1197",817.189157009125,4.31777210906148,-2.46846765265075,"B"
"cell1839",974.024304188788,435.299002565444,-1.58030285967086,"B"
"cell1181",384.648363338783,265.6033502426,-0.589503637675248,"B"
"cell1459",361.376708606258,885.771847562864,-0.695256289947397,"B"
"cell290",221.305927727371,201.026756782085,1.1510353842846,"A"
"cell770",708.4243837744,95.1648713089526,-1.27518522039676,"B"
"cell1471",325.881813885644,308.047227328643,-0.798010947362825,"B"
"cell1844",965.147644048557,290.489595383406,-1.17075341849107,"B"
"cell1543",47.9798603337258,390.337652293965,-0.259570133012889,"B"
"cell1662",475.278300233185,292.823452502489,-0.274963362622647,"B"
"cell1893",911.222032504156,72.1909771673381,-0.920463943215751,"B"
"cell1527",450.554177863523,584.658698644489,0.885129115711657,"A"
"cell1561",223.673420026898,106.99037485756,1.75708550388403,"A"
"cell1305",966.354875126854,412.714944686741,-1.19818266366536,"B"
"cell1113",9.85791743732989,957.786793354899,-0.569333887539939,"B"
"cell908",148.155870381743,683.515642071143,-0.654875202737956,"B"
"cell190",547.646587016061,27.1877180784941,-0.0459387799611255,"B"
"cell1226",133.983674924821,903.948790160939,-1.02935876642592,"B"
"cell314",719.913988374174,312.132046790794,0.25761908762628,"A"
"cell457",578.161916695535,995.425615925342,-1.63372651117175,"B"
"cell991",133.734508184716,545.541842700914,0.635453018865904,"A"
"cell176",895.445425994694,283.729680348188,-0.382140464796135,"B"
"cell1082",364.431851310655,441.471767378971,-0.244962812799105,"B"
"cell1778",74.695295188576,921.758247772232,-1.15036273309112,"B"
"cell583",646.679189987481,489.199620904401,0.337860044532568,"A"
"cell1348",238.413982093334,975.288923131302,-0.0420300580537582,"B"
"cell183",886.450943304226,761.524176690727,-0.697896394698726,"B"
"cell647",30.7565710972995,89.1814369242638,-0.316004165565643,"B"
"cell684",515.526150586084,67.4072960391641,1.67241078387168,"A"
"cell1525",100.054909707978,286.652230657637,-0.615198539704395,"B"
"cell1081",337.820725282654,721.614006441087,-0.530129739611978,"B"
"cell1376",783.223916543648,126.704038120806,-2.35650321954385,"B"
"cell1947",240.142308874056,476.776043185964,-0.205719445605466,"B"
"cell1142",288.610127288848,577.537083765492,0.161966443554663,"A"
"cell1056",163.241116330028,435.509188333526,-0.765956480225949,"B"
"cell1343",881.335254758596,921.906708274037,-0.922555423350796,"B"
"cell1031",591.535301180556,407.026430824772,-0.42143643905797,"B"
"cell1541",367.04990756698,6.45972532220185,1.13624971461392,"A"
"cell1385",24.5803508441895,289.174646837637,-0.57424597626356,"B"
"cell1526",832.590837031603,387.615817133337,-0.159804616680515,"B"
"cell1335",754.322736058384,358.941920800135,-0.773390018128237,"B"
"cell483",849.457093048841,991.589037002996,-1.98628953847743,"B"
