"","x","y","celltypes"
"cell604",147.481045220047,905.941029312089,"B"
"cell605",749.821664998308,586.245939601213,"B"
"cell606",975.657349685207,168.583858758211,"D"
"cell607",974.792463472113,683.197691803798,"D"
"cell608",350.625570164993,113.990662852302,"D"
"cell609",393.949056975543,527.885041665286,"D"
"cell610",950.951009057462,941.509603289887,"B"
"cell611",106.648319633678,148.946444038302,"B"
"cell612",934.760116506368,589.121523778886,"D"
"cell613",346.162099856883,878.276449628174,"D"
"cell614",533.06060587056,178.157206624746,"A"
"cell615",538.794299354777,470.83354764618,"D"
"cell616",714.717949740589,141.462349332869,"D"
"cell617",405.790500110015,99.3826135527343,"C"
"cell618",152.788141276687,290.351454168558,"C"
"cell619",340.232761343941,245.475998381153,"A"
"cell620",626.65484752506,722.559324000031,"B"
"cell621",57.3726783040911,536.27455397509,"D"
"cell622",851.667639799416,299.001172650605,"D"
"cell623",212.645345833153,199.700410012156,"C"
"cell624",768.248430453241,910.177063662559,"A"
"cell625",136.487586190924,32.9712047241628,"D"
"cell626",324.865140486509,596.324425190687,"B"
"cell627",621.076293755323,150.90500889346,"D"
"cell628",255.982248578221,577.648263191804,"B"
"cell629",634.875798830763,454.476653132588,"C"
"cell630",485.672106966376,493.808774044737,"B"
"cell631",938.176916679367,526.207120390609,"D"
"cell632",857.501537073404,383.012889884412,"B"
"cell633",370.883537689224,928.897896083072,"A"
"cell634",314.201829954982,433.417851105332,"A"
"cell635",828.534359810874,244.762477930635,"D"
"cell636",451.841513160616,876.257271505892,"A"
"cell637",315.878412220627,182.659917743877,"C"
"cell638",97.8085375390947,90.3237543534487,"D"
"cell639",64.9005365557969,239.15986972861,"D"
"cell640",689.457366475835,861.430489923805,"C"
"cell641",668.050603941083,832.555507542565,"C"
"cell642",904.54664779827,362.912645563483,"A"
"cell643",301.693270448595,187.907135579735,"B"
"cell644",932.808704674244,768.745967419818,"B"
"cell645",201.983017381281,440.788447391242,"B"
"cell646",792.378755984828,476.709238486364,"B"
"cell647",224.630508804694,980.656960047781,"B"
"cell648",30.7565710972995,89.1814369242638,"A"
"cell649",862.034041201696,97.3854917101562,"B"
"cell650",685.107505181804,635.668759932742,"B"
"cell651",942.074909573421,198.53898906149,"D"
"cell652",675.853760447353,261.605151230469,"D"
"cell653",843.120148405433,318.762333597988,"B"
"cell654",361.894184956327,869.576696539298,"D"
"cell655",392.365885199979,52.0885842852294,"D"
"cell656",567.687397589907,203.910853713751,"C"
"cell657",95.1521336100996,572.258583270013,"B"
"cell658",193.784071598202,36.9057455100119,"C"
"cell659",588.066393043846,18.092263257131,"A"
"cell660",751.504168147221,196.549722459167,"B"
"cell661",867.238787235692,340.977491578087,"D"
"cell662",371.795737184584,283.653292106465,"D"
"cell663",798.814549576491,186.334068421274,"A"
"cell664",58.3143925759941,204.421713249758,"B"
"cell665",623.435709392652,231.853017117828,"B"
"cell666",356.641406659037,406.101839616895,"C"
"cell667",587.927932385355,867.169511504471,"D"
"cell668",913.784642005339,275.812620762736,"D"
"cell669",199.442182900384,752.554503967986,"B"
"cell670",369.083623867482,340.630786726251,"C"
"cell671",671.408327762038,960.103333927691,"B"
"cell672",768.144550733268,628.540931269526,"B"
"cell673",522.248276043683,845.313196536154,"D"
"cell674",828.075018012896,122.283626580611,"A"
"cell675",527.09619468078,555.707331513986,"A"
"cell676",501.754825003445,776.42580284737,"A"
"cell677",419.973319862038,259.379373397678,"C"
"cell678",362.298283260316,498.980368953198,"C"
"cell679",123.428910272196,584.41674686037,"B"
"cell680",298.161529470235,484.753041295335,"C"
"cell681",276.676489738747,608.539856038988,"D"
"cell682",791.456031380221,20.8632645662874,"D"
"cell683",778.18130212836,382.79984309338,"C"
"cell684",143.787280656397,381.619910942391,"B"
"cell685",515.526150586084,67.4072960391641,"D"
"cell686",597.24048548378,289.226401364431,"B"
"cell687",505.843024002388,764.742906205356,"C"
"cell688",386.099633062258,801.584762288257,"B"
"cell689",426.098100841045,204.031246481463,"A"
"cell690",11.7597347125411,917.860072338954,"C"
"cell691",919.331770390272,102.161068003625,"D"
"cell692",79.4396931305528,890.884600812569,"C"
"cell693",507.374254753813,513.431229395792,"A"
"cell694",820.171616971493,132.781761698425,"D"
"cell695",598.3954181429,337.982318364084,"D"
"cell696",424.153526080772,213.000355288386,"B"
"cell697",559.310270706192,828.70218413882,"D"
"cell698",789.094472071156,464.334379183128,"C"
"cell699",167.715257965028,336.25348075293,"D"
"cell700",970.451730070636,144.650358706713,"D"
"cell701",473.503098357469,868.071043165401,"C"
"cell702",929.743205895647,54.3226287700236,"A"
"cell703",900.939270388335,613.883084617555,"A"
"cell704",750.882187858224,785.630304832011,"B"
"cell705",676.568772410974,579.446654533967,"B"
"cell706",648.013445781544,527.169481385499,"B"
"cell707",73.2468697242439,410.513413604349,"D"
"cell708",423.558418406174,730.523158563301,"C"
"cell709",530.824364162982,883.6000605952,"D"
"cell710",942.704762332141,114.475055364892,"D"
"cell711",712.22455939278,324.147744104266,"D"
"cell712",724.490575492382,366.757013369352,"D"
"cell713",470.12861771509,253.948567667976,"D"
"cell714",120.282255811617,120.749427936971,"B"
"cell715",783.097670879215,582.967506255955,"D"
"cell716",438.157397089526,203.4348747693,"D"
"cell717",431.455979822204,579.752318561077,"B"
"cell718",27.4978789966553,590.647940291092,"B"
"cell719",146.561842877418,977.186663541943,"B"
"cell720",422.595157986507,246.12519540824,"D"
"cell721",767.137174261734,477.242195047438,"D"
"cell722",4.7664453741163,160.246446263045,"C"
"cell723",603.595691500232,789.168701507151,"B"
"cell724",905.57726053521,95.7476415205747,"B"
"cell725",706.661531934515,482.403869973496,"B"
"cell726",262.5371592585,75.754487188533,"A"
"cell727",851.076219463721,937.549793161452,"A"
"cell728",333.605515072122,194.110536715016,"B"
"cell729",578.284267568961,714.57881340757,"A"
"cell730",432.773130247369,955.79069154337,"A"
"cell731",51.5953230205923,741.858070949093,"B"
"cell732",729.803287889808,256.030270131305,"D"
"cell733",548.170414287597,612.532270140946,"B"
"cell734",751.221985556185,132.818012498319,"D"
"cell735",50.7711647078395,180.19323493354,"D"
"cell736",714.966212399304,79.9355178605765,"D"
"cell737",297.694456763566,271.181135671213,"B"
"cell738",283.47720974125,440.128399757668,"D"
"cell739",829.877127427608,711.458232719451,"C"
"cell740",86.3953751977533,346.787970978767,"D"
"cell741",42.6571189891547,150.468136416748,"B"
"cell742",348.740808898583,599.506254540756,"D"
"cell743",542.336010141298,890.618327539414,"B"
"cell744",609.460863517597,388.700943207368,"B"
"cell745",271.372098475695,98.1341134756804,"D"
"cell746",205.230931984261,807.211842387915,"D"
"cell747",381.63214828819,118.084280984476,"D"
"cell748",472.55811537616,764.265555189922,"A"
"cell749",835.517949890345,126.254325965419,"D"
"cell750",121.471496298909,854.531788034365,"B"
"cell751",675.808124942705,536.768707213923,"B"
"cell752",496.685219928622,596.191750140861,"B"
"cell753",902.23774779588,863.054233137518,"A"
"cell754",551.263966830447,867.438183631748,"B"
"cell755",128.56467650272,59.0932832565159,"C"
"cell756",442.009785678238,469.489691546187,"D"
"cell757",192.297696368769,342.481704195961,"D"
"cell758",434.900622116402,824.570669326931,"B"
"cell759",225.133402971551,529.290451202542,"C"
"cell760",961.096282117069,437.235599849373,"D"
"cell761",448.427465045825,56.4257903024554,"A"
"cell762",777.14498527348,247.774575836957,"B"
"cell763",158.219774486497,398.08634808287,"B"
"cell764",866.808582562953,111.213281052187,"B"
"cell765",206.145605770871,421.622570138425,"A"
"cell766",177.949683042243,239.18923176825,"D"
"cell767",164.89114635624,850.532291689888,"B"
"cell768",565.268977312371,227.025169879198,"B"
"cell769",727.181021124125,747.712324839085,"C"
"cell770",875.91898906976,717.718615429476,"A"
"cell771",708.4243837744,95.1648713089526,"B"
"cell772",477.46321093291,479.22472585924,"D"
"cell773",820.279993582517,127.142050070688,"D"
"cell774",16.6122107766569,264.237005030736,"A"
"cell775",996.111101238057,227.041788864881,"D"
"cell776",634.89483576268,184.503210475668,"B"
"cell777",428.47538087517,17.2559637576342,"D"
"cell778",28.3929328434169,281.633919337764,"D"
"cell779",753.332700580359,121.039894642308,"D"
"cell780",208.63397535868,406.425643712282,"A"
"cell781",999.455405166373,789.167857030407,"C"
"cell782",907.249193172902,105.868488550186,"D"
"cell783",712.465031770989,341.594616649672,"B"
"cell784",730.932883918285,333.594424650073,"D"
"cell785",472.48792112805,774.401936912909,"B"
"cell786",862.51068697311,537.167157977819,"A"
"cell787",165.415122406557,787.171488394961,"B"
"cell788",620.427925605327,797.589224996045,"A"
"cell789",292.33139497228,223.905894672498,"D"
"cell790",456.141733797267,466.157538117841,"C"
"cell791",45.6392089836299,322.34396552667,"A"
"cell792",177.661752095446,544.530030107126,"B"
"cell793",57.9320678953081,971.569425193593,"A"
"cell794",944.410233525559,149.301019264385,"D"
"cell795",342.743474291638,363.682809751481,"B"
"cell796",517.950570676476,787.106834352016,"B"
"cell797",625.245335279033,586.609131889418,"A"
"cell798",237.26485366933,539.789478061721,"C"
"cell799",516.123914392665,873.886008979753,"B"
"cell800",806.541827740148,769.426584709436,"D"
"cell801",348.264734493569,450.837499694899,"A"
"cell802",858.687452971935,939.054067479447,"A"
"cell803",34.438761183992,558.589052874595,"D"
"cell804",970.997145865113,571.00012502633,"A"
"cell805",745.110136223957,107.309120241553,"A"
"cell806",273.255241801962,388.762210728601,"D"
"cell807",677.106101531535,977.47800545767,"D"
"cell808",347.947468049824,221.451952122152,"D"
"cell809",947.020521620288,220.063263550401,"D"
"cell810",338.623774936423,282.170991180465,"A"
"cell811",31.7132039926946,119.221175322309,"B"
"cell812",353.58579759486,180.133660789579,"A"
"cell813",387.123587774113,284.447416896,"D"
"cell814",356.947160093114,644.275576109067,"D"
"cell815",959.968606010079,960.355026647449,"B"
"cell816",383.738204836845,71.094990009442,"D"
"cell817",546.337621053681,37.9184696357697,"D"
"cell818",925.323475850746,40.4609409160912,"A"
"cell819",916.859527118504,416.924799326807,"D"
"cell820",242.73299286142,252.264143666252,"C"
"cell821",717.090838821605,108.593236422166,"D"
"cell822",348.946035839617,860.879449406639,"B"
"cell823",554.2833507061,151.392416795716,"B"
"cell824",742.97241307795,548.879792448133,"D"
"cell825",819.698318606243,510.724522871897,"D"
"cell826",869.657265022397,310.565027175471,"D"
"cell827",35.8651343267411,682.977760676295,"B"
"cell828",220.024403417483,748.439820716158,"B"
"cell829",366.9732096605,952.518456615508,"C"
"cell830",305.696442024782,362.614567857236,"D"
"cell831",727.830457501113,346.293529728428,"D"
"cell832",699.728766223416,454.230330651626,"B"
"cell833",910.060926806182,668.704696698114,"D"
"cell834",845.602609682828,529.091747943312,"D"
"cell835",778.544640168548,2.82118795439601,"B"
"cell836",400.843428215012,861.873355694115,"B"
"cell837",576.804658863693,556.885670172051,"A"
"cell838",76.3594461604953,901.919867144898,"B"
"cell839",872.974850703031,950.325969839469,"D"
"cell840",956.285735592246,900.16832225956,"A"
"cell841",505.531079834327,693.946446059272,"D"
"cell842",924.366363789886,836.223875638098,"D"
"cell843",134.513532742858,463.188710156828,"B"
"cell844",238.737003179267,629.099685000256,"C"
"cell845",489.962622057647,439.100827323273,"B"
"cell846",474.060096777976,969.921130919829,"A"
"cell847",434.994159033522,279.548889491707,"D"
"cell848",39.2489600926638,979.468783829361,"C"
"cell849",644.331015180796,682.925201021135,"D"
"cell850",715.567200211808,908.00611441955,"C"
"cell851",351.666721282527,669.978885678574,"B"
"cell852",946.556748822331,413.064608583227,"B"
"cell853",743.10650723055,931.386237964034,"C"
"cell854",50.785920349881,149.158932967111,"B"
"cell855",980.36478087306,17.0216606929898,"A"
"cell856",217.822452541441,576.50084933266,"B"
"cell857",36.1960020381957,508.741041412577,"D"
"cell858",260.7038654387,289.366538636386,"A"
"cell859",720.415785908699,276.402591494843,"D"
"cell860",247.894181171432,608.338379301131,"B"
"cell861",234.915791545063,390.518135624006,"D"
"cell862",21.011842880398,290.983642218634,"D"
"cell863",264.620627742261,385.935724014416,"C"
"cell864",691.801619483158,821.54262624681,"D"
"cell865",34.6693911124021,232.980050612241,"B"
"cell866",62.7861295361072,985.718144569546,"C"
"cell867",397.706091869622,615.445851814002,"B"
"cell868",490.028424886987,832.475731614977,"C"
"cell869",631.048747571185,236.615931149572,"D"
"cell870",723.404312273487,770.901343319565,"C"
"cell871",76.7657924443483,58.7735532317311,"D"
"cell872",421.446080552414,514.899645932019,"C"
"cell873",973.7266858574,861.012595007196,"C"
"cell874",813.805783400312,985.402142396197,"B"
"cell875",223.767722956836,396.762260701507,"C"
"cell876",489.742305828258,468.283585039899,"A"
"cell877",11.3401929847896,420.655518304557,"B"
"cell878",258.602296933532,915.634844917804,"B"
"cell879",454.598771873862,482.314377091825,"A"
"cell880",740.976688219234,942.408323055133,"B"
"cell881",990.660011768341,124.178858473897,"A"
"cell882",332.204946083948,563.707939581946,"B"
"cell883",944.791405461729,731.236714404076,"C"
"cell884",961.853419896215,0.570522155612707,"D"
"cell885",899.277499644086,628.355585271493,"D"
"cell886",492.715835105628,370.726245688275,"D"
"cell887",784.935477888212,85.7618749141693,"D"
"cell888",803.119047079235,676.196757005528,"C"
"cell889",677.767623681575,609.157745726407,"B"
"cell890",581.277578603476,96.0991012398154,"A"
"cell891",330.668087350205,398.90470681712,"C"
"cell892",1.31465657614172,98.3217679895461,"D"
"cell893",65.8019641414285,794.567694189027,"C"
"cell894",85.9519173391163,624.536443967372,"B"
"cell895",13.1097168195993,405.014413874596,"A"
"cell896",335.745624266565,2.5872802361846,"B"
"cell897",119.264316512272,608.58040349558,"C"
"cell898",593.595445388928,592.336924979463,"D"
"cell899",37.3126757331192,910.157452803105,"C"
"cell900",9.57179185934365,393.951011588797,"B"
"cell901",161.596125923097,964.200276881456,"C"
"cell902",831.898988224566,255.093980347738,"B"
"cell903",766.842754324898,140.771795995533,"D"
"cell904",272.780316416174,525.254423962906,"C"
"cell905",188.163298880681,454.066655598581,"C"
"cell906",225.761834764853,521.722374018282,"C"
"cell907",61.9703675620258,85.6974001508206,"D"
"cell908",59.9002409726381,597.549495054409,"B"
"cell909",165.46886600554,683.515642071143,"B"
"cell910",72.9878859128803,549.35643542558,"B"
"cell911",42.885891860351,620.22546841763,"D"
"cell912",522.461272310466,296.236180700362,"B"
"cell913",789.231489412487,284.499722765759,"D"
"cell914",694.75334812887,601.982762338594,"D"
"cell915",66.57604733482,167.672119801864,"D"
"cell916",17.9577465169132,917.387138586491,"B"
"cell917",442.158423364162,990.910422988236,"C"
"cell918",157.602083170786,747.668364550918,"D"
"cell919",718.860115855932,492.538609309122,"B"
"cell920",703.941832529381,932.809803402051,"A"
"cell921",885.226304875687,617.038996191695,"D"
"cell922",325.261015212163,391.704063396901,"C"
"cell923",970.881566638127,196.377992630005,"D"
"cell924",984.820266254246,720.078877871856,"D"
"cell925",39.1847176942974,934.172073379159,"B"
"cell926",893.571288092062,692.643887130544,"D"
"cell927",822.39915127866,888.580930186436,"C"
"cell928",724.244692828506,228.66586712189,"B"
"cell929",288.920137798414,546.568950172514,"C"
"cell930",501.948604593053,206.999191548675,"A"
"cell931",428.347001317888,537.049781996757,"B"
"cell932",610.016016056761,969.277777243406,"D"
"cell933",926.113174064085,803.233906626701,"D"
"cell934",240.123257739469,204.046824015677,"B"
"cell935",271.881833905354,400.646861409768,"A"
"cell936",735.003646463156,829.124875832349,"A"
"cell937",751.545873004943,441.127017373219,"C"
"cell938",930.591920856386,395.053243497387,"B"
"cell939",462.730274768546,30.8886922430247,"D"
"cell940",860.691176727414,135.86610625498,"B"
"cell941",312.036419520155,677.184424130246,"D"
"cell942",208.039013436064,62.4880669638515,"D"
"cell943",920.827467227355,997.53821385093,"C"
"cell944",52.7368842158467,113.849017070606,"A"
"cell945",411.155431065708,625.332500552759,"C"
"cell946",456.341215176508,25.586555711925,"D"
"cell947",415.860247565433,108.309605391696,"D"
"cell948",670.353451743722,454.083356074989,"D"
"cell949",756.904080044478,800.191444111988,"B"
"cell950",911.651314469054,834.82421701774,"A"
"cell951",819.952085847035,724.687710637227,"C"
"cell952",93.6498525552452,282.821520930156,"B"
"cell953",177.906081313267,642.902703024447,"C"
"cell954",642.2145802062,958.78588128835,"D"
"cell955",874.282993841916,537.109044613317,"A"
"cell956",592.313350411132,431.453318335116,"B"
"cell957",262.432192219421,724.118740065023,"A"
"cell958",883.752264082432,174.124128883705,"D"
"cell959",187.689346261322,320.324381114915,"A"
"cell960",488.866982283071,387.977738399059,"D"
"cell961",9.8204871173948,54.4939073733985,"A"
"cell962",360.434043221176,277.924564434215,"D"
"cell963",442.161690909415,715.4537870083,"D"
"cell964",125.729221384972,328.546082368121,"D"
"cell965",624.3645476643,601.455149007961,"D"
"cell966",302.431331714615,523.920817300677,"B"
"cell967",239.637228194624,860.549127915874,"D"
"cell968",358.629763592035,532.769263954833,"D"
"cell969",892.91041251272,111.421905225143,"D"
"cell970",990.627265069634,775.893481913954,"B"
"cell971",732.421197462827,62.9397972952574,"D"
"cell972",992.78808827512,705.28526767157,"D"
"cell973",539.78936211206,49.2558798287064,"D"
"cell974",433.801761828363,781.316658947617,"D"
"cell975",964.67367419973,784.139262512326,"B"
"cell976",148.319643223658,552.575739799067,"A"
"cell977",66.4930557832122,855.10840639472,"C"
"cell978",24.2514880374074,209.872044855729,"D"
"cell979",612.42324183695,230.055250460282,"B"
"cell980",696.608748054132,673.410430550575,"D"
"cell981",801.141887204722,444.783360464498,"A"
"cell982",137.730283895507,660.065344534814,"D"
"cell983",159.78482272476,77.8218938503414,"B"
"cell984",988.833592971787,343.24827324599,"D"
"cell985",398.645695531741,807.454800233245,"D"
"cell986",187.911816174164,348.97535527125,"D"
"cell987",477.728241123259,52.0824007689953,"A"
"cell988",544.234022730961,863.282800884917,"A"
"cell989",328.157980693504,556.919454364106,"B"
"cell990",999.930593650788,909.955336013809,"A"
"cell991",527.781835990027,761.296632234007,"A"
"cell992",133.734508184716,545.541842700914,"D"
"cell993",438.540067756549,477.882002945989,"C"
"cell994",620.793939800933,347.431353293359,"B"
"cell995",202.912412118167,568.207804346457,"C"
"cell996",134.169772733003,950.769187184051,"B"
"cell997",776.833998039365,261.379009811208,"B"
"cell998",635.949848685414,106.805441435426,"B"
"cell999",282.136296620592,253.757920349017,"A"
"cell1000",191.259456099942,180.903868051246,"C"
"cell1001",265.536719933152,531.388920033351,"C"
"cell1002",530.808792915195,802.349541336298,"B"
"cell1003",684.860904002562,479.49518612586,"D"
"cell1004",383.283393690363,177.401563152671,"D"
"cell1005",954.987998353317,397.133344551548,"D"
"cell1006",118.356580613181,814.226992661133,"D"
"cell1007",39.1000553499907,941.357076400891,"A"
"cell1008",504.505032906309,173.349933931604,"D"
"cell1009",578.482555225492,354.940799530596,"C"
"cell1010",839.303907938302,705.040041357279,"D"
"cell1011",654.444975312799,959.240919910371,"A"
"cell1012",944.528339896351,427.801409969106,"D"
"cell1013",511.657629627734,135.915317805484,"D"
"cell1014",84.9210591986775,813.741239253432,"B"
"cell1015",994.770509423688,806.8449604325,"C"
"cell1016",401.444119866937,908.110354794189,"D"
"cell1017",895.646296674386,703.601886983961,"B"
"cell1018",876.858412055299,458.796519786119,"A"
"cell1019",296.484797960147,81.6244133748114,"A"
"cell1020",132.591909728944,730.743972118944,"A"
"cell1021",265.910907648504,932.681515347213,"B"
"cell1022",5.72754279710352,35.9482921194285,"A"
"cell1023",819.601821480319,107.039442518726,"A"
"cell1024",174.661678960547,396.388927707449,"C"
"cell1025",843.08055206202,152.283743256703,"B"
"cell1026",166.71216674149,113.112227525562,"D"
"cell1027",764.01943503879,286.152201937512,"B"
"cell1028",518.938087392598,581.009721849114,"D"
"cell1029",272.685303352773,141.62838482298,"D"
"cell1030",343.203135766089,494.4173397962,"A"
"cell1031",705.075340112671,360.284397145733,"B"
"cell1032",591.535301180556,407.026430824772,"C"
"cell1033",469.379037618637,281.181986443698,"D"
"cell1034",336.376605555415,425.313429441303,"C"
"cell1035",967.837428674102,463.501589838415,"B"
"cell1036",645.841883728281,829.269654583186,"C"
"cell1037",196.301169227809,359.094252577052,"A"
"cell1038",357.180385151878,438.799045747146,"A"
"cell1039",513.018082128838,7.25971511565149,"D"
"cell1040",882.996740518138,968.147910665721,"A"
"cell1041",152.667565271258,337.498082546517,"D"
"cell1042",230.461597442627,28.4441991243511,"D"
"cell1043",162.988578435034,356.542730005458,"A"
"cell1044",614.346859045327,640.314553165808,"C"
"cell1045",501.636443892494,286.633577663451,"D"
"cell1046",188.118888065219,982.765204971656,"D"
"cell1047",407.714852597564,82.3013337794691,"D"
"cell1048",582.388046896085,128.030818421394,"B"
"cell1049",308.929065009579,263.550981180742,"B"
"cell1050",480.965640163049,212.941627483815,"D"
"cell1051",939.394792309031,946.402829606086,"B"
"cell1052",46.0405482444912,345.473791006953,"A"
"cell1053",534.861729713157,405.422623036429,"B"
"cell1054",442.66078225337,536.541351582855,"B"
"cell1055",906.365469563752,275.828687706962,"D"
"cell1056",881.042381748557,405.671408865601,"B"
"cell1057",163.241116330028,435.509188333526,"B"
"cell1058",752.190765691921,322.054158896208,"D"
"cell1059",402.987202163786,3.43568925745785,"A"
"cell1060",556.952693499625,972.969073802233,"A"
"cell1061",80.1692819222808,112.912589916959,"B"
"cell1062",116.568592377007,548.572195228189,"D"
"cell1063",925.192561233416,727.64690592885,"D"
"cell1064",878.844240680337,862.594560021535,"B"
"cell1065",163.207626901567,610.543699702248,"B"
"cell1066",531.563901342452,1.47809600457549,"A"
"cell1067",929.792168317363,324.025955284014,"B"
"cell1068",325.715993763879,870.443280553445,"D"
"cell1069",160.794630879536,506.834458792582,"B"
"cell1070",949.707917869091,905.239950865507,"D"
"cell1071",462.357048643753,986.314764944836,"C"
"cell1072",220.770887332037,314.687065547332,"A"
"cell1073",2.01923260465264,12.8363075200468,"A"
"cell1074",619.192603277043,411.044480744749,"C"
"cell1075",402.50592213124,774.080925853923,"A"
"cell1076",900.032610632479,952.318837866187,"C"
"cell1077",505.881984485313,726.365774637088,"D"
"cell1078",965.98515030928,516.43915916793,"A"
"cell1079",27.486614882946,733.954830560833,"A"
"cell1080",379.413213115185,850.405663717538,"D"
"cell1081",386.744662187994,818.386216182262,"A"
"cell1082",337.820725282654,721.614006441087,"A"
"cell1083",364.431851310655,441.471767378971,"C"
"cell1084",638.755969703197,437.110368395224,"C"
"cell1085",32.9143274575472,835.935265058652,"C"
"cell1086",696.19258842431,385.110654402524,"D"
"cell1087",815.564174670726,674.415432615206,"D"
"cell1088",507.422853494063,77.8185459785163,"D"
"cell1089",112.592625897378,828.976714517921,"A"
"cell1090",906.323301140219,16.2454729434103,"D"
"cell1091",413.338953163475,112.693230854347,"A"
"cell1092",473.755787825212,491.024512797594,"D"
"cell1093",713.714180048555,682.987052714452,"D"
"cell1094",241.871210513636,606.331759365276,"B"
"cell1095",299.640627577901,897.259657969698,"B"
"cell1096",704.478821484372,307.492890860885,"B"
"cell1097",771.674948045984,542.465554783121,"C"
"cell1098",13.8403405435383,735.916769597679,"B"
"cell1099",551.313953474164,156.152101000771,"A"
"cell1100",652.461190475151,682.451540837064,"D"
"cell1101",931.660708039999,880.779490340501,"B"
"cell1102",690.391705138609,366.680132923648,"C"
"cell1103",253.767139045522,33.0144132021815,"A"
"cell1104",411.038370104507,519.780053058639,"B"
"cell1105",122.891113162041,112.714397488162,"B"
"cell1106",131.96655572392,902.385278139263,"C"
"cell1107",640.118008246645,219.971668673679,"B"
"cell1108",346.423432230949,623.47650132142,"D"
"cell1109",422.756604617462,363.139717373997,"B"
"cell1110",939.408880425617,788.599854335189,"B"
"cell1111",383.889230899513,953.639274695888,"B"
"cell1112",228.585131000727,686.537295812741,"B"
"cell1113",690.27868588455,10.9916639048606,"A"
"cell1114",9.85791743732989,957.786793354899,"C"
"cell1115",686.130894348025,498.10330895707,"B"
"cell1116",791.674596024677,995.142822852358,"C"
"cell1117",507.493488723412,419.389790389687,"D"
"cell1118",308.076248969883,161.126879742369,"D"
"cell1119",737.212277250364,757.993698818609,"C"
"cell1120",304.715243401006,322.599776089191,"C"
"cell1121",774.708701763302,618.448045104742,"B"
"cell1122",112.113637849689,593.928179237992,"D"
"cell1123",797.743699979037,48.1248337309808,"D"
"cell1124",491.001167334616,393.81199865602,"B"
"cell1125",832.918174797669,311.598118860275,"D"
"cell1126",758.423154940829,432.680421741679,"C"
"cell1127",902.146560838446,359.491006471217,"A"
"cell1128",278.440013062209,746.932842768729,"B"
"cell1129",445.692849811167,952.456215396523,"B"
"cell1130",272.015735739842,219.007093459368,"C"
"cell1131",329.918325645849,826.737035065889,"D"
"cell1132",863.600653829053,27.4756415747106,"D"
"cell1133",109.857953386381,947.684550657868,"D"
"cell1134",402.256899746135,978.273666463792,"A"
"cell1135",406.075093662366,813.566470053047,"B"
"cell1136",375.194273656234,668.295187875628,"D"
"cell1137",177.000096300617,297.704186756164,"C"
"cell1138",265.730200102553,853.17975259386,"D"
"cell1139",659.550013486296,846.250320551917,"A"
"cell1140",816.055504838005,377.476619090885,"D"
"cell1141",421.184344682842,867.635844741017,"B"
"cell1142",160.064304247499,537.293540546671,"A"
"cell1143",288.610127288848,577.537083765492,"C"
"cell1144",802.129008341581,15.6519564334303,"D"
"cell1145",164.245681837201,911.262489156798,"B"
"cell1146",789.792735129595,639.825749909505,"C"
"cell1147",524.214969947934,554.048931924626,"B"
"cell1148",320.035002660006,680.059362435713,"B"
"cell1149",275.177087867633,939.961823867634,"D"
"cell1150",801.8980382476,182.285688119009,"D"
"cell1151",104.024431202561,444.765886291862,"B"
"cell1152",838.122266577557,298.281367635354,"B"
"cell1153",79.2628736235201,451.972152572125,"A"
"cell1154",717.564067104831,910.457347054034,"A"
"cell1155",864.617826649919,774.058116134256,"D"
"cell1156",978.55820809491,680.62029290013,"B"
"cell1157",249.126207549125,629.78654447943,"B"
"cell1158",24.8606903478503,400.093509349972,"A"
"cell1159",222.97823196277,54.5396546367556,"D"
"cell1160",122.025499586016,643.974790116772,"D"
"cell1161",385.239424882457,219.813041388988,"D"
"cell1162",84.3304744921625,89.0372835565358,"B"
"cell1163",282.58189978078,130.751208867878,"B"
"cell1164",566.582458792254,879.388509085402,"A"
"cell1165",328.542302362621,652.040252229199,"A"
"cell1166",943.474682746455,28.1480583362281,"D"
"cell1167",377.30351393111,131.063067819923,"B"
"cell1168",953.315612394363,157.595142023638,"D"
"cell1169",273.252867627889,473.476128652692,"B"
"cell1170",687.330156099051,750.697880750522,"C"
"cell1171",136.991804465652,840.283919125795,"B"
"cell1172",810.210771625862,875.405560946092,"B"
"cell1173",762.604692019522,11.0687566921115,"C"
"cell1174",442.404833855107,2.06664064899087,"A"
"cell1175",456.675694556907,445.610950235277,"A"
"cell1176",680.455088848248,726.182851241902,"C"
"cell1177",74.3979089893401,794.119044905528,"B"
"cell1178",646.629075054079,633.692966075614,"D"
"cell1179",789.914111606777,163.682308280841,"D"
"cell1180",223.316506715491,485.927834641188,"C"
"cell1181",40.9439904615283,748.943127924576,"B"
"cell1182",384.648363338783,265.6033502426,"D"
"cell1183",344.092153944075,758.678108453751,"C"
"cell1184",446.368692209944,196.006852202117,"D"
"cell1185",386.83316949755,377.432000823319,"C"
"cell1186",918.317915406078,560.318920062855,"D"
"cell1187",174.017543438822,452.641472686082,"D"
"cell1188",149.870562367141,886.163087328896,"B"
"cell1189",613.199228886515,588.786631124094,"D"
"cell1190",17.243331996724,68.2992786169052,"A"
"cell1191",66.1104843020439,130.542241036892,"A"
"cell1192",778.839041478932,146.773063344881,"A"
"cell1193",935.656127054244,860.31669517979,"D"
"cell1194",207.204139558598,949.276015395299,"B"
"cell1195",643.34315690212,896.443295525387,"C"
"cell1196",331.379575189203,113.651731051505,"A"
"cell1197",955.421590944752,793.385952012613,"B"
